Protein IDs,Protein names,Gene,Intensity
Q8CH18-3;Q8CH18;Q8CH18-2,Cell division cycle and apoptosis regulator protein 1,Ccar1,155700000
Q8CH25-2;Q8CH25,SAFB-like transcription modulator,Sltm,9039700
Q8CH40,Nucleoside diphosphate-linked moiety X motif 6,Nudt6,2837100
Q8CH72,E3 ubiquitin-protein ligase TRIM32,Trim32,1475100
Q8CHC4,Synaptojanin-1,Synj1,5421000
Q8CHG3,GRIP and coiled-coil domain-containing protein 2,Gcc2,13685000
Q8CHP5-2;Q8CHP5,Partner of Y14 and mago,Wibg,64088000
Q8CHP8,Phosphoglycolate phosphatase,Pgp,140270000
Q8CHQ0,F-box only protein 4,Fbxo4,4251900
Q8CHQ9,Probable N-acetyltransferase CML2,Cml2,393030000
Q8CHR6,Dihydropyrimidine dehydrogenase [NADP(+)],Dpyd,7297300000
Q8CHS2,DnaJ homolog subfamily C member 22,Dnajc22,18566000
Q8CHT0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Aldh4a1,45605000000
Q8CHT1-2;Q8CHT1,Ephexin-1,Ngef,9323400
Q8CHU3-2;Q8CHU3,Epsin-2,Epn2,4435000
Q8CHW4,Translation initiation factor eIF-2B subunit epsilon,Eif2b5,31089000
Q8CHY3,Dymeclin,Dym,2420900
Q8CHY6,Transcriptional repressor p66 alpha,Gatad2a,43182000
Q8CI04,Conserved oligomeric Golgi complex subunit 3,Cog3,16052000
Q8CI11;Q8CI11-2,Guanine nucleotide-binding protein-like 3,Gnl3,12199000
Q8CI32,BAG family molecular chaperone regulator 5,Bag5,46150000
Q8CI33-2;Q8CI33,CWF19-like protein 1,Cwf19l1,28196000
Q8CI51,PDZ and LIM domain protein 5,Pdlim5,949300000
Q8CI59;Q8CI59-2,Metalloreductase STEAP3,Steap3,9407700
Q8CI61,BAG family molecular chaperone regulator 4,Bag4,39721000
Q8CI71-2;Q8CI71-3;Q8CI71,Coiled-coil domain-containing protein 132,Ccdc132,25550000
Q8CI75;Q8CI75-2,DIS3-like exonuclease 2,Dis3l2,32105000
Q8CI78,Required for meiotic nuclear division protein 1 homolog,Rmnd1,14775000
Q8CI94,"Glycogen phosphorylase, brain form",Pygb,154770000
Q8CI95;S4R1M9,Oxysterol-binding protein-related protein 11,Osbpl11,12315000
Q8CIB5,Fermitin family homolog 2,Fermt2,711110000
Q8CIB6,Transmembrane protein 230,Tmem230,9571300
Q8CIE6,Coatomer subunit alpha;Xenin;Proxenin,Copa,1606800000
Q8CIF4,Biotinidase,Btd,149200000
Q8CIG8,Protein arginine N-methyltransferase 5,Prmt5,30199000
Q8CIG9,F-box/LRR-repeat protein 8,Fbxl8,3835700
Q8CII2;Q8CII2-2,Cell division cycle protein 123 homolog,Cdc123,14109000
Q8CIM7,Cytochrome P450 2D26,Cyp2d26,10569000000
Q8CIN4;Q61036-2;O88643;Q61036,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,Pak2,216120000
Q8CIV8,Tubulin-specific chaperone E,Tbce,8749300
Q8CJ19;Q8CJ19-2;Q8CJ19-3;Q8CJ19-4,Protein-methionine sulfoxide oxidase MICAL3,Mical3,1657400
Q8CJ40-2;Q8CJ40-3;Q8CJ40,Rootletin,Crocc,30425000
Q8CJ53-4;Q8CJ53-3;Q8CJ53-2;Q8CJ53,Cdc42-interacting protein 4,Trip10,1104000000
Q8CJ96,Ras association domain-containing protein 8,Rassf8,0
Q8CJG0,Protein argonaute-2,Ago2,71843000
Q8CJG1,Protein argonaute-1,Ago1,12520000
Q8JZK9,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",Hmgcs1,876500000
Q8JZL3,Thiamine-triphosphatase,Thtpa,15866000
Q8JZM7,Parafibromin,Cdc73,9667600
Q8JZN5,"Acyl-CoA dehydrogenase family member 9, mitochondrial",Acad9,1016700000
Q8JZN7,Mitochondrial Rho GTPase 2,Rhot2,11029000
Q8JZQ2;Q920A7-2,AFG3-like protein 2,Afg3l2,218110000
Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B,Eif3b,1095100000
Q8JZR0,Long-chain-fatty-acid--CoA ligase 5,Acsl5,3410200000
Q8JZS0;O88951,Protein lin-7 homolog A;Protein lin-7 homolog B,Lin7a;Lin7b,64205000
Q8JZS9,"39S ribosomal protein L48, mitochondrial",Mrpl48,26268000
Q8JZU2,"Tricarboxylate transport protein, mitochondrial",Slc25a1,1498500000
Q8JZU6-2;Q8JZU6;Q8JZU6-3,PX domain-containing protein 1,Pxdc1,8504600
Q8JZV7,Putative N-acetylglucosamine-6-phosphate deacetylase,Amdhd2,99639000
Q8JZV9,3-hydroxybutyrate dehydrogenase type 2,Bdh2,55120000
Q8JZX4,Splicing factor 45,Rbm17,11478000
Q8JZY2,COMM domain-containing protein 10,Commd10,5426600
Q8JZZ0,UDP-glucuronosyltransferase 3A2,Ugt3a2,986050000
Q8JZZ7;Q8JZZ7-2,Latrophilin-2,Lphn2,9531300
Q8K003,Translation machinery-associated protein 7,Tma7,24832000
Q8K010,5-oxoprolinase,Oplah,3282100000
Q8K019-2;Q8K019;Q8K019-3,Bcl-2-associated transcription factor 1,Bclaf1,94905000
Q8K021,Secretory carrier-associated membrane protein 1,Scamp1,86665000
Q8K023-2;Q8K023;Q91WR5,Aldo-keto reductase family 1 member C18;Aldo-keto reductase family 1 member C21,Akr1c18;Akr1c21,808800000
Q8K0B2-3;Q8K0B2-2;Q8K0B2,Probable lysosomal cobalamin transporter,Lmbrd1,4690800
Q8K0C4,Lanosterol 14-alpha demethylase,Cyp51a1,169670000
Q8K0C9,"GDP-mannose 4,6 dehydratase",Gmds,15037000
Q8K0D5,"Elongation factor G, mitochondrial",Gfm1,426960000
Q8K0E8;CON__P02676,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,Fgb,3812400000
Q8K0G5,Protein TSSC1,Tssc1,5251300
Q8K0G8,Epithelial splicing regulatory protein 2,Esrp2,46170000
Q8K0L9-2;Q8K0L9,Zinc finger and BTB domain-containing protein 20,Zbtb20,34870000
Q8K0P3,TLD domain-containing protein 1,Tldc1,20531000
Q8K0R6,Glycolipid transfer protein domain-containing protein 2,Gltpd2,6296100
Q8K0T0,Reticulon-1,Rtn1,34087000
Q8K0U4,Heat shock 70 kDa protein 12A,Hspa12a,0
Q8K0Y7,Protein PAXX,Paxx,5465300
Q8K0Z7,Translational activator of cytochrome c oxidase 1,Taco1,201290000
Q8K114-2;Q8K114,Integrator complex subunit 9,Ints9,6014400
Q8K124,Pleckstrin homology domain-containing family O member 2,Plekho2,31841000
Q8K157,Aldose 1-epimerase,Galm,1719100000
Q8K183,Pyridoxal kinase,Pdxk,1709200000
Q8K194;Q8K194-2,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,Snrnp27,2122000
Q8K199,COX assembly mitochondrial protein 2 homolog,Cmc2,52576000
Q8K1B8,Fermitin family homolog 3,Fermt3,62580000
Q8K1E0-2;Q8K1E0,Syntaxin-5,Stx5,15787000
Q8K1E6,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,Alkbh3,24501000
Q8K1H1,Tudor domain-containing protein 7,Tdrd7,5072900
Q8K1J6;Q8K1J6-2,"CCA tRNA nucleotidyltransferase 1, mitochondrial",Trnt1,454770000
Q8K1L5,Protein phosphatase 1 regulatory subunit 11,Ppp1r11,32188000
Q8K1M6-2;Q8K1M6;Q8K1M6-4,Dynamin-1-like protein,Dnm1l,12250000
Q8K1M6-3;Q8K1M6-5,Dynamin-1-like protein,Dnm1l,538990000
Q8K1N1,Calcium-independent phospholipase A2-gamma,Pnpla8,47575000
Q8K1N2;Q8K1N2-2,Pleckstrin homology-like domain family B member 2,Phldb2,24180000
Q8K1R3;Q8K1R3-2,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",Pnpt1,129330000
Q8K1R7,Serine/threonine-protein kinase Nek9,Nek9,50616000
Q8K1X1,WD repeat-containing protein 11,Wdr11,19014000
Q8K1Z0,"Ubiquinone biosynthesis protein COQ9, mitochondrial",Coq9,2011600000
Q8K212,Phosphofurin acidic cluster sorting protein 1,Pacs1,2978700
Q8K215,LYR motif-containing protein 4,Lyrm4,114870000
Q8K224,N-acetyltransferase 10,Nat10,2151300
Q8K268,ATP-binding cassette sub-family F member 3,Abcf3,38319000
Q8K273,Membrane magnesium transporter 1,Mmgt1,18718000
Q8K274,Ketosamine-3-kinase,Fn3krp,186020000
Q8K285,F-BAR domain only protein 1,Fcho1,0
Q8K297,Procollagen galactosyltransferase 1,Colgalt1,56493000
Q8K2A8,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",Alg3,4567500
Q8K2B3,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Sdha,19107000000
Q8K2C6,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Sirt5,145200000
Q8K2C7-2;Q8K2C7,Protein OS-9,Os9,9848100
Q8K2C9,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Hacd3,480620000
Q8K2D3,Enhancer of mRNA-decapping protein 3,Edc3,6991800
Q8K2F0;Q8K2F0-2,Bromodomain-containing protein 3,Brd3,47171000
Q8K2F8,Protein LSM14 homolog A,Lsm14a,24255000
Q8K2H2,OTU domain-containing protein 6B,Otud6b,12137000
Q8K2I3,Dimethylaniline monooxygenase [N-oxide-forming] 2,Fmo2,45979000
Q8K2I4,Beta-mannosidase,Manba,19953000
Q8K2K6-3;Q8K2K6-2;Q8K2K6-1;Q8K2K6,Arf-GAP domain and FG repeat-containing protein 1,Agfg1,21865000
Q8K2L8,Trafficking protein particle complex subunit 12,Trappc12,13281000
Q8K2M0-2;Q8K2M0,"39S ribosomal protein L38, mitochondrial",Mrpl38,74061000
Q8K2Q0,COMM domain-containing protein 9,Commd9,28575000
Q8K2Q9;Q8K2Q9-2,Shootin-1,Kiaa1598,80983000
Q8K2T1;Q8K2T1-2;Q8K2T1-3,NmrA-like family domain-containing protein 1,Nmral1,62262000
Q8K2T4,Ubiquinol-cytochrome-c reductase complex assembly factor 3,Uqcc3,11562000
Q8K2T8,RNA polymerase II-associated factor 1 homolog,Paf1,41112000
Q8K2V1-2;Q8K2V1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,Ppp4r1,3369800
Q8K2Y7,"39S ribosomal protein L47, mitochondrial",Mrpl47,44037000
Q8K2Z2,Pre-mRNA-processing factor 39,Prpf39,26325000
Q8K310,Matrin-3,Matr3,457380000
Q8K337-3;Q8K337;Q8K337-2,"Type II inositol 1,4,5-trisphosphate 5-phosphatase",Inpp5b,12906000
Q8K354,Carbonyl reductase [NADPH] 3,Cbr3,19654000
Q8K358,Phosphatidylinositol glycan anchor biosynthesis class U protein,Pigu,5630200
Q8K363,ATP-dependent RNA helicase DDX18,Ddx18,16439000
Q8K370,Acyl-CoA dehydrogenase family member 10,Acad10,1236900000
Q8K3A0,"Iron-sulfur cluster co-chaperone protein HscB, mitochondrial",Hscb,2984600
Q8K3C3,Protein LZIC,Lzic,59060000
Q8K3G5,Inactive serine/threonine-protein kinase VRK3,Vrk3,13053000
Q8K3G9,DCC-interacting protein 13-beta,Appl2,8519500
Q8K3H0,DCC-interacting protein 13-alpha,Appl1,16020000
Q8K3I4,Rab effector MyRIP,Myrip,15927000
Q8K3J1,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",Ndufs8,1206300000
Q8K3K7,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,Agpat2,198000000
Q8K3K8,Optineurin,Optn,38473000
Q8K3W0-5;Q8K3W0;Q8K3W0-1;Q8K3W0-4;Q8K3W0-6,BRCA1-A complex subunit BRE,Bre,30721000
Q8K411-2;Q8K411;Q8K411-3,"Presequence protease, mitochondrial",Pitrm1,873370000
Q8K440-2;Q8K440,ATP-binding cassette sub-family A member 8-B,Abca8b,34143000
Q8K441;Q8K449,ATP-binding cassette sub-family A member 6,Abca6,329700000
Q8K4B0,Metastasis-associated protein MTA1,Mta1,11678000
Q8K4F5,Alpha/beta hydrolase domain-containing protein 11,Abhd11,391900000
Q8K4G5-3;Q8K4G5-4;Q8K4G5-2;Q8K4G5,Actin-binding LIM protein 1,Ablim1,9498300
Q8K4H1;Q8K4H1-2,Kynurenine formamidase,Afmid,153610000
Q8K4K6-2;Q8K4K6,Pantothenate kinase 1,Pank1,12755000
Q8K4L3-3;Q8K4L3,Supervillin,Svil,27151000
Q8K4M5,COMM domain-containing protein 1,Commd1,16521000
Q8K4R4-4;Q8K4R4-3;Q8K4R4-2;Q8K4R4,Cytoplasmic phosphatidylinositol transfer protein 1,Pitpnc1,17412000
Q8K4Z3,NAD(P)H-hydrate epimerase,Apoa1bp,924400000
Q8K4Z5,Splicing factor 3A subunit 1,Sf3a1,321670000
Q8K558;Q8K558-2,Trem-like transcript 1 protein,Treml1,9188400
Q8K5B2,Multiple coagulation factor deficiency protein 2 homolog,Mcfd2,28220000
Q8N7N5;Q8N7N5-2,DDB1- and CUL4-associated factor 8,Dcaf8,63936000
Q8N9S3-2;Q8N9S3-3;Q8N9S3,Activator of 90 kDa heat shock protein ATPase homolog 2,Ahsa2,6813400
Q8QZR1,Tyrosine aminotransferase,Tat,434760000
Q8QZR3;Q8QZR3-2,Pyrethroid hydrolase Ces2a,Ces2a,1575400000
Q8QZR5,Alanine aminotransferase 1,Gpt,6932800000
Q8QZS1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",Hibch,3946300000
Q8QZT1,"Acetyl-CoA acetyltransferase, mitochondrial",Acat1,34260000000
Q8QZY1,Eukaryotic translation initiation factor 3 subunit L,Eif3l,740320000
Q8QZY2;Q8QZY2-2,Glycerate kinase,Glyctk,997090000
Q8QZY9,Splicing factor 3B subunit 4,Sf3b4,100350000
Q8QZZ7,EKC/KEOPS complex subunit Tprkb,Tprkb,22584000
Q8R001-2;Q8R001,Microtubule-associated protein RP/EB family member 2,Mapre2,16416000
Q8R010,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Aimp2,314440000
Q8R015;Q8R015-2,Biogenesis of lysosome-related organelles complex 1 subunit 5,Bloc1s5,2551900
Q8R016,Bleomycin hydrolase,Blmh,609810000
Q8R035;Q8R035-2,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",Ict1,25590000
Q8R050-2;Q8R050;Q149F3,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,Gspt1,1358500000
Q8R059,UDP-glucose 4-epimerase,Gale,389430000
Q8R081,Heterogeneous nuclear ribonucleoprotein L,Hnrnpl,1971300000
Q8R086,"Sulfite oxidase, mitochondrial",Suox,4787000000
Q8R0A0,General transcription factor IIF subunit 2,Gtf2f2,15941000
Q8R0F3,Sulfatase-modifying factor 1,Sumf1,70182000
Q8R0F8,"Acylpyruvase FAHD1, mitochondrial",Fahd1,628640000
Q8R0F9,SEC14-like protein 4,Sec14l4,2584200000
Q8R0G9,Nuclear pore complex protein Nup133,Nup133,16331000
Q8R0H9,ADP-ribosylation factor-binding protein GGA1,Gga1,61139000
Q8R0J7,Vacuolar protein sorting-associated protein 37B,Vps37b,15026000
Q8R0J8,Probable gluconokinase,Idnk,89942000
Q8R0L1;Q8R0L1-2,Signal-transducing adaptor protein 2,Stap2,13130000
Q8R0N6;Q8R0N6-2,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Adhfe1,803380000
Q8R0P4-2;Q8R0P4,Mth938 domain-containing protein,Aamdc,13546000
Q8R0V5,"Indoleamine 2,3-dioxygenase 2",Ido2,362660000
Q8R0W0,Epiplakin,Eppk1,587510000
Q8R0X2-2;Q8R0X2,CDK2-associated and cullin domain-containing protein 1,Cacul1,5163800
Q8R0X7,Sphingosine-1-phosphate lyase 1,Sgpl1,168490000
Q8R0Y6;Q8K009,Cytosolic 10-formyltetrahydrofolate dehydrogenase,Aldh1l1,1.05E+11
Q8R0Y8,Mitochondrial coenzyme A transporter SLC25A42,Slc25a42,62879000
Q8R104;Q8R104-2,NAD-dependent protein deacetylase sirtuin-3,Sirt3,95112000
Q8R105;Q8R105-2,Vacuolar protein sorting-associated protein 37C,Vps37c,10450000
Q8R121;Q8R121-2,Protein Z-dependent protease inhibitor,Serpina10,30100000
Q8R123;Q8R123-2,FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region,Flad1,243110000
Q8R127,Saccharopine dehydrogenase-like oxidoreductase,Sccpdh,2008600
Q8R146-2;Q8R146,Acylamino-acid-releasing enzyme,Apeh,1305800000
Q8R151,NFX1-type zinc finger-containing protein 1,Znfx1,7276100
Q8R164,Valacyclovir hydrolase,Bphl,5689900000
Q8R180,ERO1-like protein alpha,Ero1l,16477000
Q8R1B4,Eukaryotic translation initiation factor 3 subunit C,Eif3c,1078700000
Q8R1F1,Niban-like protein 1,Fam129b,6034500
Q8R1F5,Putative hydroxypyruvate isomerase,Hyi,147380000
Q8R1G2,Carboxymethylenebutenolidase homolog,Cmbl,5762400000
Q8R1I1,Cytochrome b-c1 complex subunit 9,Uqcr10,190420000
Q8R1J1,Transmembrane 6 superfamily member 2,Tm6sf2,38607000
Q8R1J9-2;Q8R1J9,Torsin-2A,Tor2a,7374400
Q8R1K4;Q8R1K4-2,5-phosphohydroxy-L-lysine phospho-lyase,Phykpl,20420000
Q8R1Q8,Cytoplasmic dynein 1 light intermediate chain 1,Dync1li1,187200000
Q8R1Q9,Ribokinase,Rbks,40450000
Q8R1S0,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",Coq6,384600000
Q8R1S4-2;Q8R1S4,Metastasis suppressor protein 1,Mtss1,77470000
Q8R1T1-2;Q8R1T1,Charged multivesicular body protein 7,Chmp7,7136800
Q8R1U1,Conserved oligomeric Golgi complex subunit 4,Cog4,18803000
Q8R1V4,Transmembrane emp24 domain-containing protein 4,Tmed4,431100000
Q8R1X6;Q8R1X6-2,Spartin,Spg20,39582000
Q8R1Z9,RING finger protein 121,Rnf121,895020
Q8R238,Serine dehydratase-like,Sdsl,73045000
Q8R242-2;Q8R242,Di-N-acetylchitobiase,Ctbs,14007000
Q8R2E9,ERO1-like protein beta,Ero1lb,44010000
Q8R2K1-5;Q8R2K1-4;Q8R2K1-2;Q8R2K1;Q8R2K1-3,Fucose mutarotase,Fuom,168240000
Q8R2L5,"28S ribosomal protein S18c, mitochondrial",Mrps18c,9672100
Q8R2Q4-3;Q8R2Q4-2;Q8R2Q4,"Ribosome-releasing factor 2, mitochondrial",Gfm2,131610000
Q8R2Q8,Bone marrow stromal antigen 2,Bst2,33836000
Q8R2R3,Alpha- and gamma-adaptin-binding protein p34,Aagab,4061600
Q8R2U0-2;Q8R2U0,Nucleoporin SEH1,Seh1l,32571000
Q8R2U6,Diphosphoinositol polyphosphate phosphohydrolase 2,Nudt4,28327000
Q8R2V5,Arf-GAP with dual PH domain-containing protein 2,Adap2,18552000
Q8R2W9,Pantothenate kinase 3,Pank3,9989700
Q8R2Y0-2;Q8R2Y0,Monoacylglycerol lipase ABHD6,Abhd6,4256000
Q8R2Y2-2;Q8R2Y2,Cell surface glycoprotein MUC18,Mcam,22816000
Q8R2Y8,"Peptidyl-tRNA hydrolase 2, mitochondrial",Ptrh2,55629000
Q8R307,Vacuolar protein sorting-associated protein 18 homolog,Vps18,9951900
Q8R313,Exocyst complex component 6,Exoc6,6750000
Q8R317;Q8R317-2,Ubiquilin-1,Ubqln1,491870000
Q8R322,Nucleoporin GLE1,Gle1,1791600
Q8R326-2;Q8R326,Paraspeckle component 1,Pspc1,60353000
Q8R332-4;Q8R332-3;Q8R332-2;Q8R332,Nucleoporin p58/p45,Nupl1,1959700
Q8R349,Cell division cycle protein 16 homolog,Cdc16,24238000
Q8R395,COMM domain-containing protein 5,Commd5,33342000
Q8R3B1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",Plcd1,1094800
Q8R3C0,Mini-chromosome maintenance complex-binding protein,Mcmbp,7690400
Q8R3E3-2;Q8R3E3,WD repeat domain phosphoinositide-interacting protein 1,Wipi1,4426800
Q8R3F5,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",Mcat,123700000
Q8R3G1,Nuclear inhibitor of protein phosphatase 1,Ppp1r8,14352000
Q8R3K3,"Pentatricopeptide repeat-containing protein 2, mitochondrial",Ptcd2,7894400
Q8R3L2;Q8R3L2-4;Q8R3L2-3;Q8R3L2-2;Q8R3L2-5,Transcription factor 25,Tcf25,18190000
Q8R3N6,THO complex subunit 1,Thoc1,4788900
Q8R3Q0,Store-operated calcium entry-associated regulatory factor,Saraf,38155000
Q8R3Q6,Coiled-coil domain-containing protein 58,Ccdc58,526520000
Q9DCD6;Q8R3R8,Gamma-aminobutyric acid receptor-associated protein;Gamma-aminobutyric acid receptor-associated protein-like 1,Gabarap;Gabarapl1,23085000
Q8R3S6,Exocyst complex component 1,Exoc1,15660000
Q8R3V5-3;Q8R3V5-1;Q8R3V5,Endophilin-B2,Sh3glb2,236370000
Q8R404,Protein QIL1,Qil1,184790000
Q8R409,Protein HEXIM1,Hexim1,41802000
Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1,2465400000
Q8R480,Nuclear pore complex protein Nup85,Nup85,2025100
Q8R4H2,Rho guanine nucleotide exchange factor 12,Arhgef12,51040000
Q8R4H7;Q8R4H7-2,"N-acetylglutamate synthase, mitochondrial;N-acetylglutamate synthase long form;N-acetylglutamate synthase short form;N-acetylglutamate synthase conserved domain form",Nags,134410000
Q8R4N0,"Citrate lyase subunit beta-like protein, mitochondrial",Clybl,1509500000
Q8R4R6,Nucleoporin NUP53,Nup35,10272000
Q8R4U0,Stabilin-2;Short form stabilin-2,Stab2,45427000
Q8R4X3,RNA-binding protein 12,Rbm12,20287000
Q8R4Y4-2;Q8R4Y4,Stabilin-1,Stab1,117250000
Q8R519,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,Acmsd,34299000
Q8R570;Q8R570-2,Synaptosomal-associated protein 47,Snap47,67772000
Q8R574,Phosphoribosyl pyrophosphate synthase-associated protein 2,Prpsap2,51338000
Q8R5A3,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,Apbb1ip,3490900
Q8R5C5,Beta-centractin,Actr1b,38191000
Q8R5F3,O-acetyl-ADP-ribose deacetylase 1,Oard1,17070000
Q8R5F7;Q8R5F7-2,Interferon-induced helicase C domain-containing protein 1,Ifih1,99635000
Q8R5H1;Q8R5H1-5;Q8R5H1-2;Q8R5H1-4;Q8R5H1-3,Ubiquitin carboxyl-terminal hydrolase 15,Usp15,174760000
Q8R5J9,PRA1 family protein 3,Arl6ip5,71915000
Q8R5M8-7;Q8R5M8-6;Q8R5M8-5;Q8R5M8-4;Q8R5M8-3;Q8R5M8-2;Q8R5M8,Cell adhesion molecule 1,Cadm1,8099200
Q8VBT0,Thioredoxin-related transmembrane protein 1,Tmx1,56045000
Q8VBT2,L-serine dehydratase/L-threonine deaminase,Sds,5042400000
Q8VBT9;Q8VBT9-3;Q8VBT9-2,Tether containing UBX domain for GLUT4,Aspscr1,231120000
Q8VBV3,Exosome complex component RRP4,Exosc2,10717000
Q8VBV7,COP9 signalosome complex subunit 8,Cops8,275630000
Q8VBW6,NEDD8-activating enzyme E1 regulatory subunit,Nae1,65284000
Q8VBW8,Tetratricopeptide repeat protein 36,Ttc36,3294000000
Q8VBX6-2;Q8VBX6;Q8VBX6-4,Multiple PDZ domain protein,Mpdz,5621600
Q8VBZ3,Cleft lip and palate transmembrane protein 1 homolog,Clptm1,23983000
Q8VC03,Echinoderm microtubule-associated protein-like 3,Eml3,1900600
Q8VC12,Urocanate hydratase,Uroc1,16347000000
Q8VC19,"5-aminolevulinate synthase, nonspecific, mitochondrial",Alas1,48449000
Q8VC28,Aldo-keto reductase family 1 member C13,Akr1c13,6535500000
Q8VC30,Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing),Dak,28848000000
Q8VC42,Uncharacterized protein C18orf8 homolog,Mic1,4815200
Q8VC97,Beta-ureidopropionase,Upb1,655490000
Q8VCA8,Secernin-2,Scrn2,851350000
Q8VCB3,"Glycogen [starch] synthase, liver",Gys2,2897200000
Q8VCC1,15-hydroxyprostaglandin dehydrogenase [NAD(+)],Hpgd,651200000
Q8VCC2,Liver carboxylesterase 1,Ces1,8703900000
Q8VCF0,Mitochondrial antiviral-signaling protein,Mavs,469650000
Q8VCG4,Complement component C8 gamma chain,C8g,36243000
Q8VCH0,"3-ketoacyl-CoA thiolase B, peroxisomal",Acaa1b,12858000000
Q8VCH6,Delta(24)-sterol reductase,Dhcr24,268540000
Q8VCH8,UBX domain-containing protein 4,Ubxn4,58389000
Q8VCI0,Phospholipase B-like 1;Phospholipase B-like 1 chain A;Phospholipase B-like 1 chain B;Phospholipase B-like 1 chain C,Plbd1,63890000
Q8VCI5;Q8VCI5-2,Peroxisomal biogenesis factor 19,Pex19,420680000
Q8VCK7,Syncollin,Sycn,3751900
Q8VCL2,"Protein SCO2 homolog, mitochondrial",Sco2,14463000
Q8VCM3,Zinc finger FYVE domain-containing protein 21,Zfyve21,5169600
Q8VCM4,"Lipoyltransferase 1, mitochondrial",Lipt1,34637000
Q8VCM7,Fibrinogen gamma chain,Fgg,3177800000
Q8VCM8,Nicalin,Ncln,72057000
Q8VCN5,Cystathionine gamma-lyase,Cth,13374000000
Q8VCN9,Tubulin-specific chaperone C,Tbcc,17265000
Q8VCR2-2;Q8VCR2,17-beta-hydroxysteroid dehydrogenase 13,Hsd17b13,1400300000
Q8VCR7,Alpha/beta hydrolase domain-containing protein 14B,Abhd14b,7451200000
Q8VCT3,Aminopeptidase B,Rnpep,651750000
Q8VCT4,Carboxylesterase 1D,Ces1d,27657000000
Q8VCU1;Q8VCU1-2,Carboxylesterase 3B,Ces3b,1150800000
Q8VCW8,"Acyl-CoA synthetase family member 2, mitochondrial",Acsf2,7449100000
Q8VCX1,3-oxo-5-beta-steroid 4-dehydrogenase,Akr1d1,11437000000
Q8VCX6,Kaptin,Kptn,10124000
Q8VCZ9,Probable proline dehydrogenase 2,Prodh2,2108900000
Q8VD04,GRIP1-associated protein 1,Gripap1,8392500
Q8VD26-2;Q8VD26,Transmembrane protein 143,Tmem143,5857000
Q8VD31,Tapasin-related protein,Tapbpl,11321000
Q8VD62,UPF0696 protein C11orf68 homolog,Bles03,51391000
Q8VD65,Phosphoinositide 3-kinase regulatory subunit 4,Pik3r4,45028000
Q8VD66,Abhydrolase domain-containing protein 4,Abhd4,23674000
Q8VD75,Huntingtin-interacting protein 1,Hip1,4745900
Q8VDC0,"Probable leucine--tRNA ligase, mitochondrial",Lars2,14683000
Q8VDC1,FYVE and coiled-coil domain-containing protein 1,Fyco1,56044000
Q8VDD5,Myosin-9,Myh9,14317000000
Q8VDD8,WAS protein family homolog 1,Wash1,14513000
Q8VDF3;Q8VDF3-2,Death-associated protein kinase 2,Dapk2,12870000
Q8VDG3,Poly(A)-specific ribonuclease PARN,Parn,4812300
Q8VDG5;Q8VDG5-2,Phosphopantothenate--cysteine ligase,Ppcs,213230000
Q8VDG7,"Platelet-activating factor acetylhydrolase 2, cytoplasmic",Pafah2,212000000
Q8VDI7,Ubiquitin-associated domain-containing protein 1,Ubac1,8230000
Q8VDJ3,Vigilin,Hdlbp,7105500000
Q8VDK1-2;Q8VDK1,Nitrilase homolog 1,Nit1,3616900000
Q8VDL4-3;Q8VDL4;Q8VDL4-2,ADP-dependent glucokinase,Adpgk,55777000
Q8VDM4,26S proteasome non-ATPase regulatory subunit 2,Psmd2,2306500000
